[Error]: Attempt to enter field's incorrect values

[Error]: Attempt to enter player's incorrect values

[Info]: Player set the observer
[Info]: Field set the observer
[Info]: Cell(10;9) change event to CurseEvent
[Info]: Cell(12;9) change event to ChangePassability
[Info]: Cell(0;10) change event to ReverseField
[Info]: Cell(2;10) change event to DamageCurseEvent
[Info]: Cell(3;10) change event to ReverseField
[Info]: Cell(4;10) change event to DamageCurseEvent
[Info]: Cell(5;10) change event to ReverseField
[Info]: Cell(9;10) change event to DamageCurseEvent
[Info]: Cell(10;10) change event to ManaEvent
[Info]: Cell(12;10) change event to DamageCurseEvent
[Info]: Cell(0;11) change event to DamageCurseEvent
[Info]: Cell(1;11) change event to DamageCurseEvent
[Info]: Cell(2;11) change event to CurseEvent
[Info]: Cell(3;11) change event to ChangePassability
[Info]: Cell(4;11) change event to DamageCurseEvent
[Info]: Cell(7;11) change event to HealthEvent
[Info]: Cell(8;11) change event to DamageCurseEvent
[Info]: Cell(9;11) change event to ManaEvent
[Info]: Cell(10;11) change event to DamageCurseEvent
[Info]: Cell(11;11) change event to CurseEvent
[Info]: Cell(12;11) change event to DamageCurseEvent
[Acts]: Damage curse event invoked: 18
[Acts]: Player health changed to 39
[Acts]: Damage curse event invoked: 5
[Acts]: Player health changed to 34
[Acts]: Damage curse event invoked: 33
[Acts]: Player health changed to 1
[Acts]: Exit event invoked
[Acts]: Exit event invoked
[Acts]: Exit event invoked
